Support Ticket ID,Product,Customer,Status,Priority,CSAT Score,TTR (hours),Created Date,Resolved Date,Comments
SUP-285,FNB,Quebec03,In Progress,Low,3,97,2023-05-16,2024-07-28,Excellent support
SUP-286,FNC,Lima02,In Progress,High,4,158,2023-05-08,2023-03-28,Unclear communication
SUP-287,FNC,Whiskey02,In Progress,High,1,85,2023-09-20,2024-06-13,Resolved after escalation
SUP-288,FNC,Xray02,Closed,Low,3,48,2023-06-28,2023-03-05,Issue resolved quickly
SUP-289,FNC,Quebec04,Pending,Urgent,5,110,2024-12-26,2023-02-06,Issue resolved quickly
SUP-290,FNC,Juliet01,Open,Urgent,4,45,2023-01-29,2023-04-15,Issue resolved quickly
SUP-291,FNB,Oscar02,In Progress,Urgent,2,81,2024-09-20,2025-03-15,Customer waited too long
SUP-292,FNA,Romeo04,Open,Urgent,3,114,2024-02-04,2023-09-07,Need follow-up
SUP-293,FNB,Papa02,In Progress,High,3,12,2025-04-10,2023-07-09,Product feature missing
SUP-294,FNA,Lima03,Open,Urgent,1,93,2023-11-14,2025-05-13,Issue resolved quickly
SUP-295,FNA,Hotel03,Closed,Medium,5,7,2023-12-26,2025-01-30,Unclear communication
SUP-296,FNB,Hotel02,Open,High,1,90,2023-02-24,2023-11-10,Customer waited too long
SUP-297,FNC,Golf02,Closed,Urgent,2,137,2023-08-14,2025-05-26,Helpful and responsive
SUP-298,FNA,Oscar03,In Progress,Urgent,4,111,2024-09-20,2024-11-06,Customer waited too long
SUP-299,FNC,Tango04,Pending,High,5,96,2024-10-22,2025-02-27,Need follow-up
SUP-300,FNB,Victor02,In Progress,High,4,15,2024-09-10,2024-04-18,Slow response time
SUP-301,FNA,Xray04,Pending,Urgent,2,131,2025-02-24,2023-10-25,Pending customer feedback
SUP-302,FNA,Delta01,In Progress,Low,3,66,2024-03-24,2024-12-29,Resolved after escalation
SUP-303,FNB,Golf01,In Progress,Low,5,42,2025-01-13,2025-05-15,Excellent support
SUP-304,FNB,November04,In Progress,Low,5,78,2023-08-08,2025-01-14,Helpful and responsive
SUP-305,FNC,November04,Open,Medium,5,50,2025-02-11,2023-04-05,Pending customer feedback
SUP-306,FNB,November02,In Progress,High,5,19,2023-07-07,2025-06-14,Excellent support
SUP-307,FNC,Tango02,Pending,Medium,5,75,2024-02-11,2023-03-16,Resolved after escalation
SUP-308,FNA,Quebec01,Closed,Low,5,115,2024-05-26,2024-08-13,Excellent support
SUP-309,FNC,Uniform01,Pending,High,1,149,2024-06-21,2023-10-06,Need follow-up
SUP-310,FNA,November01,Closed,High,3,56,2023-12-04,2023-02-14,Helpful and responsive
SUP-311,FNA,Juliet04,Closed,Low,1,116,2024-02-11,2024-09-27,Unclear communication
SUP-312,FNA,Tango04,Closed,Low,3,50,2025-04-17,2024-03-16,Slow response time
SUP-313,FNB,Foxtrot01,Open,Low,4,93,2023-08-07,2025-07-08,Helpful and responsive
SUP-314,FNC,Golf03,Pending,Urgent,3,38,2024-09-17,2024-07-18,Customer waited too long
SUP-315,FNC,Romeo03,Open,Low,1,8,2025-05-31,2025-05-24,Product feature missing
SUP-316,FNC,Papa03,Closed,Medium,2,40,2025-02-27,2023-02-11,Product feature missing
SUP-317,FNC,Golf04,In Progress,Medium,1,32,2024-10-23,2024-12-22,Issue resolved quickly
SUP-318,FNA,Xray03,Open,Medium,2,118,2023-10-25,2023-10-19,Slow response time
SUP-319,FNA,Yankee03,In Progress,Urgent,2,112,2024-08-11,2023-08-17,Unclear communication
SUP-320,FNC,Yankee01,Pending,Medium,4,123,2024-07-03,2024-01-30,Unclear communication
SUP-321,FNB,Xray01,Open,High,4,55,2025-06-11,2023-05-04,Helpful and responsive
SUP-322,FNB,Kilo04,In Progress,Medium,1,44,2024-02-27,2024-10-30,Pending customer feedback
SUP-323,FNB,Kilo02,In Progress,Urgent,2,34,2023-10-27,2023-12-31,Product feature missing
SUP-324,FNC,Juliet03,Pending,Low,2,149,2025-05-17,2024-03-20,Issue resolved quickly
SUP-325,FNA,Victor04,In Progress,Medium,1,20,2024-12-20,2023-07-05,Pending customer feedback
SUP-326,FNB,Oscar02,In Progress,Low,4,155,2023-02-19,2025-03-04,Slow response time
SUP-327,FNB,India04,Closed,High,5,50,2024-07-31,2023-02-27,Excellent support
SUP-328,FNB,November01,In Progress,Medium,4,56,2024-03-07,2024-08-16,Excellent support
SUP-329,FNC,Uniform01,Closed,Urgent,3,23,2024-08-12,2023-06-26,Unclear communication
SUP-330,FNA,Romeo02,Closed,Low,4,117,2023-08-30,2024-06-07,Need follow-up
SUP-331,FNA,Yankee01,Closed,Medium,1,80,2023-11-22,2023-07-13,Resolved after escalation
SUP-332,FNC,November04,In Progress,High,3,77,2025-01-08,2023-04-26,Resolved after escalation
SUP-333,FNA,Lima04,Closed,Urgent,5,7,2024-05-01,2023-01-22,Customer waited too long
SUP-334,FNA,Kilo04,Open,Urgent,3,89,2025-01-25,2024-05-26,Unclear communication
SUP-335,FNB,Whiskey02,Closed,Urgent,3,80,2024-09-09,2025-07-10,Issue resolved quickly
SUP-336,FNA,Kilo04,Closed,Urgent,2,85,2023-02-13,2025-07-14,Pending customer feedback
SUP-337,FNC,Bravo03,Closed,Urgent,5,29,2023-11-25,2023-05-19,Issue resolved quickly
SUP-338,FNA,Juliet01,Closed,Urgent,5,49,2023-08-30,2023-02-25,Need follow-up
SUP-339,FNB,Tango04,Closed,Low,1,164,2024-09-15,2025-06-15,Resolved after escalation
SUP-340,FNB,Quebec02,Closed,High,3,30,2024-07-09,2025-01-14,Customer waited too long
SUP-341,FNC,Victor03,Pending,Low,3,162,2024-10-15,2023-10-10,Need follow-up
SUP-342,FNA,Kilo01,Pending,High,3,28,2023-06-24,2023-04-02,Resolved after escalation
SUP-343,FNA,Juliet03,Open,Urgent,5,84,2024-01-12,2023-02-22,Issue resolved quickly
SUP-344,FNB,Xray04,Pending,Low,1,3,2024-09-16,2024-02-13,Product feature missing
SUP-345,FNA,India04,Pending,Medium,2,152,2024-12-03,2023-03-08,Resolved after escalation
SUP-346,FNB,Xray01,Pending,Low,3,78,2025-05-15,2023-02-06,Need follow-up
SUP-347,FNC,Bravo04,Pending,Urgent,3,20,2023-03-25,2025-05-30,Customer waited too long
SUP-348,FNA,Kilo03,Pending,High,1,8,2024-05-25,2023-01-03,Product feature missing
SUP-349,FNB,Delta03,Open,Medium,4,18,2024-05-04,2023-11-11,Unclear communication
SUP-350,FNC,Tango02,Pending,Urgent,1,49,2024-07-13,2024-07-01,Unclear communication
SUP-351,FNA,November02,Open,Medium,5,145,2023-11-05,2023-08-17,Helpful and responsive
SUP-352,FNB,Bravo02,Open,Low,4,64,2024-05-08,2023-11-10,Excellent support
SUP-353,FNB,Mike03,In Progress,High,2,116,2025-03-30,2023-04-13,Resolved after escalation
SUP-354,FNA,Delta01,Open,Urgent,3,4,2023-09-30,2024-09-01,Issue resolved quickly
SUP-355,FNC,Sierra04,Open,Urgent,5,151,2025-04-08,2025-06-04,Helpful and responsive
SUP-356,FNA,Golf03,Pending,Urgent,3,50,2024-10-17,2024-07-07,Helpful and responsive
SUP-357,FNB,India02,Open,Medium,4,162,2023-05-31,2024-05-21,Excellent support
SUP-358,FNB,Mike03,Closed,Urgent,2,1,2024-11-05,2025-07-06,Helpful and responsive
SUP-359,FNC,Sierra03,Open,High,1,35,2025-02-03,2025-03-26,Need follow-up
SUP-360,FNC,Golf04,Open,Low,3,149,2023-01-05,2025-01-09,Issue resolved quickly
SUP-361,FNC,Romeo03,Pending,Medium,2,114,2024-12-16,2024-02-20,Issue resolved quickly
SUP-362,FNC,Yankee03,In Progress,Urgent,2,35,2023-11-20,2024-11-17,Helpful and responsive
SUP-363,FNC,India03,Open,Urgent,1,23,2024-04-15,2025-07-13,Resolved after escalation
SUP-364,FNB,Echo04,Closed,Urgent,5,65,2024-12-06,2025-02-02,Resolved after escalation
SUP-365,FNB,Sierra03,In Progress,High,2,159,2025-05-27,2023-01-26,Need follow-up
SUP-366,FNC,Victor01,In Progress,Urgent,4,27,2023-03-26,2023-09-02,Need follow-up
SUP-367,FNB,Alpha02,Closed,Medium,2,84,2023-10-27,2023-01-15,Customer waited too long
SUP-368,FNA,Foxtrot01,Closed,Low,3,160,2025-07-31,2025-06-02,Resolved after escalation
SUP-369,FNC,Whiskey03,In Progress,Urgent,1,109,2023-05-28,2023-07-02,Pending customer feedback
SUP-370,FNA,Kilo02,Pending,High,2,156,2025-01-01,2025-03-07,Customer waited too long
SUP-371,FNC,Foxtrot02,Closed,Urgent,2,22,2024-03-08,2024-12-13,Helpful and responsive
SUP-372,FNB,Whiskey01,Open,Medium,2,5,2024-01-09,2024-01-27,Product feature missing
SUP-373,FNC,Oscar02,Pending,High,1,131,2023-08-12,2023-05-07,Resolved after escalation
SUP-374,FNB,India04,Closed,Low,3,111,2023-10-16,2023-12-09,Slow response time
SUP-375,FNB,Xray03,In Progress,Low,5,97,2023-10-02,2023-05-06,Slow response time
SUP-376,FNB,Delta04,Closed,Medium,3,101,2024-08-27,2023-12-02,Helpful and responsive
SUP-377,FNB,Juliet01,Pending,Medium,3,81,2023-09-09,2024-10-02,Helpful and responsive
SUP-378,FNC,Foxtrot01,Open,Urgent,2,99,2024-09-01,2025-07-23,Excellent support
SUP-379,FNA,Xray01,In Progress,Medium,5,75,2024-04-06,2025-04-03,Unclear communication
SUP-380,FNC,Quebec01,Pending,Medium,3,100,2023-02-07,2024-02-27,Unclear communication
SUP-381,FNB,Oscar03,Pending,Low,4,48,2023-07-03,2024-01-15,Helpful and responsive
SUP-382,FNC,Quebec03,Closed,Low,2,67,2023-03-06,2025-06-12,Issue resolved quickly
SUP-383,FNA,Golf02,Closed,High,2,103,2025-04-06,2023-12-26,Customer waited too long
SUP-384,FNC,India03,Pending,High,2,151,2023-10-29,2024-03-14,Issue resolved quickly
SUP-385,FNB,Charlie01,Open,Medium,2,59,2023-02-06,2023-05-08,Need follow-up
SUP-386,FNB,Whiskey04,Closed,Low,1,7,2025-04-13,2025-03-23,Customer waited too long
SUP-387,FNB,Charlie01,In Progress,High,1,51,2023-01-19,2025-01-22,Excellent support
SUP-388,FNC,Tango01,Pending,Low,4,139,2023-07-13,2023-07-18,Helpful and responsive
SUP-389,FNC,Foxtrot03,Pending,Urgent,1,47,2024-10-08,2023-09-07,Helpful and responsive
SUP-390,FNA,November01,Open,Medium,3,102,2023-08-24,2024-05-14,Excellent support
SUP-391,FNA,Mike01,Pending,Medium,1,127,2024-07-29,2023-08-29,Pending customer feedback
SUP-392,FNA,Juliet02,Closed,Medium,2,83,2023-08-18,2025-07-16,Helpful and responsive
SUP-393,FNB,Alpha03,Closed,High,1,74,2024-06-04,2023-12-03,Need follow-up
SUP-394,FNC,Foxtrot01,Pending,Medium,4,105,2024-01-28,2024-12-11,Issue resolved quickly
SUP-395,FNC,Hotel03,In Progress,Urgent,4,156,2024-12-10,2025-06-10,Helpful and responsive
SUP-396,FNB,Papa01,Open,High,2,46,2023-12-01,2023-06-02,Product feature missing
SUP-397,FNB,Lima01,In Progress,High,3,111,2025-06-16,2023-05-10,Pending customer feedback
SUP-398,FNA,Lima02,In Progress,Urgent,4,83,2024-12-17,2024-11-21,Issue resolved quickly
SUP-399,FNB,Delta03,Closed,Urgent,1,143,2023-04-22,2023-02-20,Pending customer feedback
SUP-400,FNB,Uniform01,Open,Medium,4,48,2023-05-16,2023-11-02,Slow response time
SUP-401,FNB,Tango02,Closed,Medium,3,61,2024-05-31,2023-08-12,Slow response time
SUP-402,FNA,Delta04,Pending,Urgent,3,114,2023-01-10,2025-04-09,Unclear communication
SUP-403,FNB,Echo01,In Progress,Low,3,53,2025-05-06,2025-02-03,Slow response time
SUP-404,FNA,Golf02,Closed,High,4,27,2024-04-07,2023-07-17,Excellent support
SUP-405,FNC,Tango02,Pending,High,5,115,2023-10-02,2024-10-06,Customer waited too long
SUP-406,FNB,Lima01,Pending,Medium,5,65,2024-02-27,2023-01-09,Issue resolved quickly
SUP-407,FNB,Yankee04,Closed,Medium,1,28,2024-11-01,2023-06-21,Need follow-up
SUP-408,FNA,Foxtrot02,Closed,Low,4,132,2023-12-22,2023-04-17,Helpful and responsive
SUP-409,FNC,Quebec03,Pending,Medium,5,13,2025-02-17,2024-01-31,Excellent support
SUP-410,FNC,Quebec03,Open,Low,1,59,2024-10-02,2025-07-10,Unclear communication
SUP-411,FNB,Tango03,Open,Low,2,79,2024-06-15,2023-06-29,Pending customer feedback
SUP-412,FNC,Quebec04,Closed,Low,2,63,2023-10-09,2023-07-21,Issue resolved quickly
SUP-413,FNA,Hotel04,Open,Urgent,4,44,2024-02-22,2023-04-14,Issue resolved quickly
SUP-414,FNA,Delta04,In Progress,High,4,115,2024-07-08,2023-07-15,Issue resolved quickly
SUP-415,FNA,Oscar04,Open,Urgent,2,12,2024-09-09,2024-11-24,Excellent support
SUP-416,FNA,Hotel02,In Progress,Urgent,1,45,2024-02-05,2023-11-08,Pending customer feedback
SUP-417,FNA,Yankee01,In Progress,Urgent,2,140,2025-01-24,2023-01-07,Resolved after escalation
SUP-418,FNC,Juliet01,Pending,High,4,105,2023-07-04,2025-07-19,Slow response time
SUP-419,FNC,Bravo04,Open,Medium,4,32,2024-07-08,2024-06-05,Helpful and responsive
SUP-420,FNB,Hotel03,Open,Medium,1,53,2023-06-27,2024-05-09,Helpful and responsive
SUP-421,FNB,Xray02,Closed,Urgent,1,64,2024-08-10,2023-10-25,Helpful and responsive
SUP-422,FNC,Alpha03,Pending,Low,3,31,2025-07-12,2023-06-10,Excellent support
SUP-423,FNC,Uniform04,Pending,Medium,4,146,2024-03-23,2024-12-19,Helpful and responsive
SUP-424,FNB,Bravo01,Open,Low,3,134,2023-07-04,2024-02-15,Issue resolved quickly
SUP-425,FNB,Lima02,Closed,High,3,131,2023-04-12,2023-08-24,Resolved after escalation
SUP-426,FNA,Kilo03,In Progress,High,3,141,2024-09-15,2023-03-20,Resolved after escalation
SUP-427,FNC,Romeo01,Open,Urgent,4,61,2025-07-11,2024-10-30,Issue resolved quickly
SUP-428,FNC,Quebec02,Closed,Low,4,70,2023-11-05,2023-03-29,Unclear communication
SUP-429,FNC,Mike03,Closed,Low,4,12,2023-08-27,2023-05-22,Slow response time
SUP-430,FNC,Whiskey02,Closed,Low,1,135,2025-06-12,2023-08-14,Helpful and responsive
SUP-431,FNA,Delta04,Closed,High,3,132,2024-06-14,2024-10-22,Unclear communication
SUP-432,FNC,Juliet04,In Progress,High,4,96,2025-03-21,2024-09-27,Issue resolved quickly
SUP-433,FNA,Mike01,Pending,Medium,3,140,2023-02-19,2025-07-23,Unclear communication
SUP-434,FNC,Xray04,Pending,High,1,118,2023-09-23,2023-09-20,Excellent support
SUP-435,FNB,Quebec02,Pending,Urgent,5,125,2024-09-28,2024-02-02,Slow response time
SUP-436,FNC,Whiskey03,In Progress,High,1,71,2023-04-19,2023-12-17,Excellent support
SUP-437,FNB,Lima01,In Progress,Urgent,4,43,2023-03-25,2023-01-31,Customer waited too long
SUP-438,FNB,Tango03,Pending,High,2,30,2023-09-13,2025-06-03,Pending customer feedback
SUP-439,FNC,Foxtrot03,In Progress,Medium,4,105,2024-09-01,2023-03-10,Customer waited too long
SUP-440,FNA,Victor02,In Progress,Urgent,5,51,2025-02-17,2025-07-28,Product feature missing
SUP-441,FNC,Uniform04,Closed,Urgent,1,147,2023-10-29,2025-05-21,Customer waited too long
SUP-442,FNC,Alpha01,Pending,High,4,97,2023-11-10,2025-02-19,Need follow-up
SUP-443,FNC,India03,Open,High,3,29,2023-12-25,2025-02-12,Resolved after escalation
SUP-444,FNC,Xray01,Closed,Low,4,45,2024-01-27,2024-12-24,Excellent support
SUP-445,FNC,Foxtrot02,Open,Low,2,149,2025-03-14,2024-03-21,Unclear communication
SUP-446,FNB,Hotel01,In Progress,Urgent,5,121,2023-10-23,2024-05-15,Helpful and responsive
SUP-447,FNC,Papa02,Open,Medium,1,67,2025-07-30,2023-04-14,Slow response time
SUP-448,FNC,Victor02,Open,Urgent,4,106,2024-01-09,2023-05-18,Issue resolved quickly
SUP-449,FNC,Charlie03,In Progress,Urgent,3,23,2023-01-07,2025-06-08,Helpful and responsive
SUP-450,FNA,Victor01,Pending,Low,4,76,2023-12-13,2023-05-16,Helpful and responsive
SUP-451,FNB,Sierra03,Closed,Medium,4,18,2023-11-02,2025-04-22,Excellent support
SUP-452,FNA,Victor02,Open,Urgent,4,45,2023-10-05,2024-04-16,Product feature missing
SUP-453,FNA,Mike03,In Progress,Urgent,3,26,2024-05-16,2024-12-06,Pending customer feedback
SUP-454,FNB,Lima02,Open,High,2,17,2023-08-21,2023-10-02,Unclear communication
SUP-455,FNC,Charlie01,Closed,High,3,19,2023-09-11,2025-03-06,Product feature missing
SUP-456,FNB,Bravo03,Closed,Medium,3,105,2025-05-16,2024-11-30,Helpful and responsive
SUP-457,FNB,Alpha04,Pending,Low,4,123,2025-04-30,2024-06-06,Pending customer feedback
SUP-458,FNC,India03,In Progress,Low,5,17,2025-04-09,2024-09-06,Unclear communication
SUP-459,FNB,Charlie04,In Progress,Medium,2,140,2023-04-16,2024-10-28,Excellent support
SUP-460,FNC,Whiskey03,Pending,Urgent,5,135,2023-02-01,2024-04-21,Excellent support
SUP-461,FNC,Xray01,Pending,Urgent,4,111,2024-07-07,2023-04-09,Pending customer feedback
SUP-462,FNC,Delta04,Closed,Low,3,131,2024-10-19,2025-07-19,Product feature missing
SUP-463,FNB,Mike02,Closed,Urgent,2,127,2023-12-05,2023-01-01,Pending customer feedback
SUP-464,FNC,November02,In Progress,Medium,4,53,2023-02-09,2024-03-10,Excellent support
SUP-465,FNA,Tango01,Open,Low,5,164,2024-04-02,2024-03-07,Pending customer feedback
SUP-466,FNB,Romeo03,Pending,Urgent,1,40,2023-01-27,2025-03-16,Need follow-up
SUP-467,FNA,Papa01,In Progress,Medium,3,110,2024-12-03,2023-06-27,Need follow-up
SUP-468,FNA,Xray02,In Progress,Urgent,4,23,2024-12-08,2024-02-04,Issue resolved quickly
SUP-469,FNA,Charlie02,Closed,Urgent,1,6,2023-04-19,2023-04-05,Resolved after escalation
SUP-470,FNB,Juliet01,In Progress,Low,3,163,2024-07-28,2025-07-22,Resolved after escalation
SUP-471,FNC,Juliet03,Pending,High,1,33,2024-12-31,2023-08-30,Customer waited too long
SUP-472,FNA,Hotel02,Closed,Medium,4,150,2023-06-05,2023-04-10,Product feature missing
SUP-473,FNA,Yankee04,Open,High,2,109,2025-02-21,2024-10-02,Resolved after escalation
SUP-474,FNC,Lima02,Closed,Urgent,3,132,2023-06-11,2024-08-21,Helpful and responsive
SUP-475,FNC,Sierra04,Closed,Urgent,4,115,2023-08-17,2024-02-19,Slow response time
SUP-476,FNA,Yankee01,Pending,High,5,36,2023-11-29,2023-11-15,Resolved after escalation
SUP-477,FNA,Lima03,Open,Medium,4,37,2024-05-19,2024-01-18,Issue resolved quickly
SUP-478,FNB,Quebec01,Closed,High,5,84,2024-12-19,2025-07-26,Resolved after escalation
SUP-479,FNC,Foxtrot03,Closed,Low,4,58,2024-07-13,2024-09-21,Customer waited too long
SUP-480,FNC,Golf01,In Progress,Medium,2,32,2024-05-15,2024-05-22,Product feature missing
SUP-481,FNB,Delta04,Pending,Medium,2,99,2023-01-18,2023-09-19,Resolved after escalation
SUP-482,FNB,Tango01,In Progress,Urgent,5,143,2024-03-11,2023-10-14,Need follow-up
SUP-483,FNB,India03,In Progress,High,2,114,2024-06-03,2024-08-08,Pending customer feedback
SUP-484,FNA,Papa04,Open,Urgent,2,148,2025-03-05,2025-01-12,Slow response time
SUP-485,FNB,Oscar01,In Progress,High,5,151,2023-04-18,2023-03-23,Customer waited too long
SUP-486,FNB,Sierra01,In Progress,High,3,98,2025-03-13,2024-03-22,Pending customer feedback
SUP-487,FNA,Xray01,Pending,Medium,4,22,2025-03-29,2024-04-08,Product feature missing
SUP-488,FNA,Sierra04,In Progress,Low,2,118,2024-11-12,2024-01-05,Issue resolved quickly
SUP-489,FNC,Mike01,In Progress,Urgent,1,136,2025-03-08,2025-05-15,Slow response time
SUP-490,FNA,India03,Closed,Urgent,3,9,2024-09-15,2023-08-04,Need follow-up
SUP-491,FNC,Oscar01,Pending,Urgent,2,67,2023-06-19,2024-12-02,Need follow-up
SUP-492,FNB,November03,In Progress,Urgent,1,43,2025-05-15,2025-04-08,Excellent support
SUP-493,FNC,Quebec04,Open,High,4,147,2024-01-10,2025-06-20,Product feature missing
SUP-494,FNA,Bravo01,Open,Urgent,2,13,2025-04-03,2025-02-28,Issue resolved quickly
SUP-495,FNC,Whiskey01,In Progress,Low,1,118,2024-12-12,2023-06-01,Pending customer feedback
SUP-496,FNC,Golf04,Pending,Urgent,1,94,2025-05-05,2025-06-22,Product feature missing
SUP-497,FNC,Lima02,Closed,Medium,2,39,2024-01-21,2024-07-08,Customer waited too long
SUP-498,FNA,Delta04,Open,Low,4,28,2023-02-19,2025-07-30,Unclear communication
SUP-499,FNC,Uniform04,In Progress,Medium,2,87,2023-04-28,2023-11-04,Pending customer feedback
SUP-500,FNB,Bravo03,Open,Low,2,109,2024-06-01,2023-12-17,Customer waited too long
SUP-501,FNB,Juliet01,Pending,Medium,4,107,2024-06-17,2023-04-12,Helpful and responsive
SUP-502,FNB,Echo01,Pending,Medium,3,163,2025-01-09,2023-07-14,Pending customer feedback
SUP-503,FNB,Echo01,Closed,High,5,99,2025-04-16,2023-01-02,Excellent support
SUP-504,FNC,Golf03,Open,High,2,25,2024-08-31,2025-06-24,Customer waited too long
SUP-505,FNB,Foxtrot01,In Progress,Low,3,64,2025-03-28,2025-03-28,Product feature missing
SUP-506,FNC,India02,Open,Urgent,1,93,2023-03-14,2025-03-08,Resolved after escalation
SUP-507,FNA,Oscar02,In Progress,Low,5,112,2023-12-10,2024-07-24,Need follow-up
SUP-508,FNC,Mike01,Pending,Urgent,3,119,2024-05-08,2024-09-15,Helpful and responsive
SUP-509,FNA,Uniform04,Pending,Urgent,1,34,2024-09-09,2023-09-07,Excellent support
SUP-510,FNA,Papa04,Closed,Low,4,44,2024-07-01,2024-10-27,Issue resolved quickly
SUP-511,FNB,Hotel04,In Progress,Low,4,75,2023-03-01,2023-11-08,Helpful and responsive
SUP-512,FNB,November01,Open,Low,4,53,2025-03-03,2023-05-07,Issue resolved quickly
SUP-513,FNA,Juliet02,Pending,Low,1,116,2025-02-04,2023-06-25,Pending customer feedback
SUP-514,FNB,Foxtrot02,In Progress,Urgent,1,121,2024-03-04,2023-03-11,Helpful and responsive
SUP-515,FNC,Delta03,Closed,Low,4,98,2023-01-31,2025-07-04,Helpful and responsive
SUP-516,FNB,Yankee04,In Progress,Low,3,7,2023-07-29,2023-08-30,Need follow-up
SUP-517,FNC,Mike02,In Progress,Urgent,1,15,2024-11-01,2023-08-02,Issue resolved quickly
SUP-518,FNB,Whiskey04,Open,Medium,2,43,2024-08-27,2025-07-09,Pending customer feedback
SUP-519,FNC,Quebec02,Pending,Low,1,38,2024-05-09,2023-04-13,Excellent support
SUP-520,FNA,Papa04,Closed,High,1,78,2024-05-27,2023-06-28,Need follow-up
SUP-521,FNB,Yankee01,In Progress,Medium,4,156,2025-06-29,2025-01-14,Product feature missing
SUP-522,FNC,Juliet01,Open,High,4,144,2023-07-07,2024-06-06,Pending customer feedback
SUP-523,FNC,Foxtrot02,Pending,High,2,151,2023-07-04,2023-07-21,Unclear communication
SUP-524,FNC,Whiskey04,Closed,Urgent,4,125,2024-01-20,2025-03-15,Product feature missing
SUP-525,FNA,Sierra02,Pending,Urgent,2,95,2023-12-18,2024-02-17,Unclear communication
SUP-526,FNA,Tango04,In Progress,Medium,2,24,2023-04-21,2024-02-01,Slow response time
SUP-527,FNC,Mike02,Pending,High,3,121,2025-04-11,2024-11-18,Customer waited too long
SUP-528,FNB,Delta02,Pending,Urgent,2,52,2024-11-19,2024-08-29,Helpful and responsive
SUP-529,FNB,Mike03,Pending,Low,1,1,2024-09-27,2023-02-18,Excellent support
SUP-530,FNA,Oscar03,Pending,Medium,4,8,2023-04-26,2023-12-16,Resolved after escalation
SUP-531,FNC,Yankee03,Closed,Medium,1,30,2023-08-11,2025-01-28,Resolved after escalation
SUP-532,FNC,Whiskey03,Closed,Medium,4,38,2023-11-21,2023-08-01,Issue resolved quickly
SUP-533,FNB,Charlie03,Pending,Low,3,90,2023-05-09,2025-04-26,Pending customer feedback
SUP-534,FNA,Bravo03,Pending,Urgent,4,89,2023-10-01,2024-04-28,Issue resolved quickly
SUP-535,FNC,Juliet04,In Progress,Medium,2,109,2024-06-27,2025-01-12,Slow response time
SUP-536,FNA,Kilo03,Open,Urgent,4,40,2024-07-03,2023-12-29,Pending customer feedback
